episode,step,episode_distraction_prob,x,y,dx,dy,dist_to_goal,dist_to_distractor,local_distractor,focus,speed,dir_change,fatigue
4,3,0.42283997730605694,6,8,1,1,3.1622776601683795,4.47213595499958,0,1,1.4142135623730951,0.0,0
4,4,0.42283997730605694,6,9,0,1,3.0,2.8284271247461903,0,1,1.0,1.0,0
4,5,0.42283997730605694,6,9,0,1,3.0,9.486832980505138,0,0,1.0,0.0,1
4,6,0.42283997730605694,7,9,1,0,2.0,3.605551275463989,0,1,1.0,2.0,1
4,7,0.42283997730605694,8,9,1,0,1.0,2.0,1,1,1.0,0.0,1
4,8,0.42283997730605694,9,9,1,0,0.0,5.830951894845301,0,1,1.0,0.0,1
4,9,0.42283997730605694,9,9,0,0,0.0,10.0,0,0,0.0,1.0,2
4,10,0.42283997730605694,9,9,0,0,0.0,6.0,0,0,0.0,0.0,3
4,11,0.42283997730605694,9,9,0,0,0.0,7.0,0,0,0.0,0.0,4
4,12,0.42283997730605694,9,9,0,0,0.0,9.0,0,0,0.0,0.0,5
4,13,0.42283997730605694,9,9,0,0,0.0,5.385164807134504,0,0,0.0,0.0,6
4,14,0.42283997730605694,9,9,0,0,0.0,6.324555320336759,0,0,0.0,0.0,7
4,15,0.42283997730605694,9,9,0,0,0.0,8.54400374531753,0,0,0.0,0.0,8
4,16,0.42283997730605694,9,8,0,-1,1.0,10.816653826391969,0,0,1.0,1.0,9
4,17,0.42283997730605694,9,9,0,1,0.0,7.280109889280518,0,1,1.0,2.0,9
4,18,0.42283997730605694,9,9,0,0,0.0,11.40175425099138,0,0,0.0,1.0,10
4,19,0.42283997730605694,9,9,0,0,0.0,11.40175425099138,0,0,0.0,0.0,11
4,20,0.42283997730605694,9,9,0,0,0.0,8.602325267042627,0,0,0.0,0.0,12
4,21,0.42283997730605694,9,9,0,0,0.0,12.727922061357855,0,0,0.0,0.0,13
4,22,0.42283997730605694,8,9,-1,1,1.0,2.0,1,0,1.4142135623730951,2.0,14
4,23,0.42283997730605694,9,9,1,0,0.0,9.899494936611665,0,1,1.0,3.0,14
4,24,0.42283997730605694,9,9,0,0,0.0,10.63014581273465,0,0,0.0,1.0,15
4,25,0.42283997730605694,9,9,0,0,0.0,9.486832980505138,0,0,0.0,0.0,16
4,26,0.42283997730605694,9,8,0,-1,1.0,2.0,1,0,1.0,1.0,17
4,27,0.42283997730605694,9,9,0,1,0.0,1.0,1,1,1.0,2.0,17
4,28,0.42283997730605694,9,9,0,0,0.0,8.0,0,0,0.0,1.0,18
4,29,0.42283997730605694,9,9,0,0,0.0,7.0710678118654755,0,0,0.0,0.0,19
4,30,0.42283997730605694,9,9,0,0,0.0,6.708203932499369,0,0,0.0,0.0,20
4,31,0.42283997730605694,9,9,0,0,0.0,5.0,0,0,0.0,0.0,21
4,32,0.42283997730605694,9,9,1,0,0.0,8.246211251235321,0,0,1.0,1.0,22
4,33,0.42283997730605694,9,9,0,0,0.0,6.082762530298219,0,0,0.0,1.0,23
4,34,0.42283997730605694,9,9,0,0,0.0,5.0990195135927845,0,0,0.0,0.0,24
4,35,0.42283997730605694,9,9,0,0,0.0,6.0,0,0,0.0,0.0,25
4,36,0.42283997730605694,9,9,0,0,0.0,5.0990195135927845,0,0,0.0,0.0,26
4,37,0.42283997730605694,8,9,-1,0,1.0,7.280109889280518,0,0,1.0,1.0,27
4,38,0.42283997730605694,9,9,2,0,0.0,10.63014581273465,0,1,2.0,3.0,27
4,39,0.42283997730605694,9,9,0,0,0.0,10.0,0,0,0.0,2.0,28
4,40,0.42283997730605694,9,9,0,0,0.0,9.486832980505138,0,0,0.0,0.0,29
4,41,0.42283997730605694,9,9,0,0,0.0,3.605551275463989,0,0,0.0,0.0,30
4,42,0.42283997730605694,9,9,0,0,0.0,10.295630140987,0,0,0.0,0.0,31
4,43,0.42283997730605694,9,9,0,0,0.0,4.242640687119285,0,0,0.0,0.0,32
4,44,0.42283997730605694,9,8,1,-1,1.0,7.0710678118654755,0,0,1.4142135623730951,2.0,33
4,45,0.42283997730605694,9,9,0,1,0.0,8.06225774829855,0,1,1.0,3.0,33
4,46,0.42283997730605694,9,8,0,-1,1.0,10.816653826391969,0,0,1.0,2.0,34
4,47,0.42283997730605694,9,9,0,1,0.0,3.1622776601683795,0,1,1.0,2.0,34
4,48,0.42283997730605694,9,9,0,0,0.0,11.40175425099138,0,0,0.0,1.0,35
4,49,0.42283997730605694,9,9,0,0,0.0,6.082762530298219,0,0,0.0,0.0,36
5,0,0.19103819496310814,2,9,0,1,7.0,6.4031242374328485,0,1,1.0,0.0,0
5,1,0.19103819496310814,3,9,1,0,6.0,0.0,1,1,1.0,2.0,0
5,2,0.19103819496310814,4,9,1,0,5.0,5.0990195135927845,0,1,1.0,0.0,0
5,3,0.19103819496310814,5,9,1,0,4.0,2.23606797749979,0,1,1.0,0.0,0
5,4,0.19103819496310814,6,9,1,0,3.0,5.385164807134504,0,1,1.0,0.0,0
5,5,0.19103819496310814,7,9,1,0,2.0,5.830951894845301,0,1,1.0,0.0,0
5,6,0.19103819496310814,8,9,1,0,1.0,1.4142135623730951,1,1,1.0,0.0,0
5,7,0.19103819496310814,9,9,1,0,0.0,5.385164807134504,0,1,1.0,0.0,0
5,8,0.19103819496310814,9,8,0,-1,1.0,0.0,1,0,1.0,2.0,1
5,9,0.19103819496310814,9,9,0,1,0.0,3.1622776601683795,0,1,1.0,2.0,1
5,10,0.19103819496310814,9,9,1,0,0.0,8.602325267042627,0,0,1.0,2.0,2
5,11,0.19103819496310814,9,9,0,0,0.0,8.54400374531753,0,0,0.0,1.0,3
5,12,0.19103819496310814,9,9,0,0,0.0,1.0,1,0,0.0,0.0,4
5,13,0.19103819496310814,9,9,0,0,0.0,9.0,0,0,0.0,0.0,5
5,14,0.19103819496310814,9,8,1,-1,1.0,5.0,0,0,1.4142135623730951,2.0,6
5,15,0.19103819496310814,9,9,0,1,0.0,2.23606797749979,0,1,1.0,3.0,6
5,16,0.19103819496310814,9,9,0,0,0.0,8.06225774829855,0,0,0.0,1.0,7
5,17,0.19103819496310814,9,9,1,1,0.0,8.0,0,0,1.4142135623730951,2.0,8
5,18,0.19103819496310814,9,9,0,0,0.0,7.0710678118654755,0,0,0.0,2.0,9
5,19,0.19103819496310814,9,9,0,0,0.0,8.06225774829855,0,0,0.0,0.0,10
5,20,0.19103819496310814,9,9,0,0,0.0,9.219544457292887,0,0,0.0,0.0,11
5,21,0.19103819496310814,9,9,0,0,0.0,7.211102550927978,0,0,0.0,0.0,12
5,22,0.19103819496310814,9,9,1,0,0.0,9.486832980505138,0,0,1.0,1.0,13
5,23,0.19103819496310814,9,9,0,0,0.0,6.082762530298219,0,0,0.0,1.0,14
5,24,0.19103819496310814,9,9,0,0,0.0,7.211102550927978,0,0,0.0,0.0,15
5,25,0.19103819496310814,9,9,0,1,0.0,8.06225774829855,0,0,1.0,1.0,16
5,26,0.19103819496310814,9,9,0,0,0.0,3.0,0,0,0.0,1.0,17
